@code,コードが示す地域等,@name,ふりがな,"属する「市町村等をまとめた地域等」
(AreaForecastLocalMの@code値)","""気象警報・注意報""及び
""気象特別警報報知""で使用","""竜巻注意情報""で使用",高潮特別警報・警報・注意報発表対象,波浪特別警報・警報・注意報発表対象,"""土砂災害警戒情報""で使用","""指定河川洪水予報""で使用",,,,,,
0934500,栃木県芳賀町,芳賀町,はがまち,090012,1,1,0,0,1,1,,,,,,
0936100,栃木県壬生町,壬生町,みぶまち,090013,1,1,0,0,1,1,,,,,,
0936400,栃木県野木町,野木町,のぎまち,090013,1,1,0,0,1,1,,,,,,
0938400,栃木県塩谷町,塩谷町,しおやまち,090021,1,1,0,0,1,1,,,,,,
0938600,栃木県高根沢町,高根沢町,たかねざわまち,090011,1,1,0,0,1,1,,,,,,
0940700,栃木県那須町,那須町,なすまち,090021,1,1,0,0,1,1,,,,,,
0941100,栃木県那珂川町,那珂川町,なかがわまち,090012,1,1,0,0,1,1,,,,,,
1020100,群馬県前橋市,前橋市,まえばしし,100011,1,1,0,0,1,1,,,,,,
1020200,群馬県高崎市,高崎市,たかさきし,100013,1,1,0,0,1,1,,,,,,
1020300,群馬県桐生市,桐生市,きりゅうし,100011,1,1,0,0,1,1,,,,,,
1020400,群馬県伊勢崎市,伊勢崎市,いせさきし,100012,1,1,0,0,1,1,,,,,,
1020500,群馬県太田市,太田市,おおたし,100012,1,1,0,0,1,1,,,,,,
1020600,群馬県沼田市,沼田市,ぬまたし,100021,1,1,0,0,1,1,,,,,,
1020700,群馬県館林市,館林市,たてばやしし,100012,1,1,0,0,1,1,,,,,,
1020800,群馬県渋川市,渋川市,しぶかわし,100011,1,1,0,0,1,1,,,,,,
1020900,群馬県藤岡市,藤岡市,ふじおかし,100013,1,1,0,0,1,1,,,,,,
1021000,群馬県富岡市,富岡市,とみおかし,100013,1,1,0,0,1,1,,,,,,
1021100,群馬県安中市,安中市,あんなかし,100013,1,1,0,0,1,1,,,,,,
1021200,群馬県みどり市,みどり市,みどりし,100011,1,1,0,0,1,1,,,,,,
1034400,群馬県榛東村,榛東村,しんとうむら,100011,1,1,0,0,1,1,,,,,,
1034500,群馬県吉岡町,吉岡町,よしおかまち,100011,1,1,0,0,1,1,,,,,,
1036600,群馬県上野村,上野村,うえのむら,100013,1,1,0,0,1,1,,,,,,
1036700,群馬県神流町,神流町,かんなまち,100013,1,1,0,0,1,1,,,,,,
1038200,群馬県下仁田町,下仁田町,しもにたまち,100013,1,1,0,0,1,1,,,,,,
1038300,群馬県南牧村,南牧村,なんもくむら,100013,1,1,0,0,1,1,,,,,,
1038400,群馬県甘楽町,甘楽町,かんらまち,100013,1,1,0,0,1,1,,,,,,
1042100,群馬県中之条町,中之条町,なかのじょうまち,100022,1,1,0,0,1,1,,,,,,
1042400,群馬県長野原町,長野原町,ながのはらまち,100022,1,1,0,0,1,1,,,,,,
1042500,群馬県嬬恋村,嬬恋村,つまごいむら,100022,1,1,0,0,1,1,,,,,,
1042600,群馬県草津町,草津町,くさつまち,100022,1,1,0,0,1,1,,,,,,
1042800,群馬県高山村,高山村,たかやまむら,100022,1,1,0,0,1,1,,,,,,
1042900,群馬県東吾妻町,東吾妻町,ひがしあがつままち,100022,1,1,0,0,1,1,,,,,,
1044300,群馬県片品村,片品村,かたしなむら,100021,1,1,0,0,1,1,,,,,,
1044400,群馬県川場村,川場村,かわばむら,100021,1,1,0,0,1,1,,,,,,
1044800,群馬県昭和村,昭和村,しょうわむら,100021,1,1,0,0,1,1,,,,,,
1044900,群馬県みなかみ町,みなかみ町,みなかみまち,100021,1,1,0,0,1,1,,,,,,
1046400,群馬県玉村町,玉村町,たまむらまち,100012,1,1,0,0,1,1,,,,,,
1052100,群馬県板倉町,板倉町,いたくらまち,100012,1,1,0,0,1,1,,,,,,
1052200,群馬県明和町,明和町,めいわまち,100012,1,1,0,0,1,1,,,,,,
1052300,群馬県千代田町,千代田町,ちよだまち,100012,1,1,0,0,1,1,,,,,,
1052400,群馬県大泉町,大泉町,おおいずみまち,100012,1,1,0,0,1,1,,,,,,
1052500,群馬県邑楽町,邑楽町,おうらまち,100012,1,1,0,0,1,1,,,,,,
1110000,埼玉県さいたま市,さいたま市,さいたまし,110011,1,1,0,0,1,1,,,,,,
1110100,埼玉県さいたま市のうち西区,,,,0,0,0,0,0,0,,,,,,
1110200,埼玉県さいたま市のうち北区,,,,0,0,0,0,0,0,,,,,,
1110300,埼玉県さいたま市のうち大宮区,,,,0,0,0,0,0,0,,,,,,
1110400,埼玉県さいたま市のうち見沼区,,,,0,0,0,0,0,0,,,,,,
1110500,埼玉県さいたま市のうち中央区,,,,0,0,0,0,0,0,,,,,,
1110600,埼玉県さいたま市のうち桜区,,,,0,0,0,0,0,0,,,,,,
1110700,埼玉県さいたま市のうち浦和区,,,,0,0,0,0,0,0,,,,,,
1110800,埼玉県さいたま市のうち南区,,,,0,0,0,0,0,0,,,,,,
1110900,埼玉県さいたま市のうち緑区,,,,0,0,0,0,0,0,,,,,,
1111000,埼玉県さいたま市のうち岩槻区,,,,0,0,0,0,0,0,,,,,,
1120100,埼玉県川越市,川越市,かわごえし,110011,1,1,0,0,1,1,,,,,,
1120200,埼玉県熊谷市,熊谷市,くまがやし,110022,1,1,0,0,1,1,,,,,,
1120300,埼玉県川口市,川口市,かわぐちし,110011,1,1,0,0,1,1,,,,,,
1120600,埼玉県行田市,行田市,ぎょうだし,110021,1,1,0,0,1,1,,,,,,
1120700,埼玉県秩父市,秩父市,ちちぶし,110030,1,1,0,0,1,1,,,,,,
1120800,埼玉県所沢市,所沢市,ところざわし,110011,1,1,0,0,1,1,,,,,,
1120900,埼玉県飯能市,飯能市,はんのうし,110013,1,1,0,0,1,1,,,,,,
1121000,埼玉県加須市,加須市,かぞし,110021,1,1,0,0,1,1,,,,,,
1121100,埼玉県本庄市,本庄市,ほんじょうし,110022,1,1,0,0,1,1,,,,,,
1121200,埼玉県東松山市,東松山市,ひがしまつやまし,110022,1,1,0,0,1,1,,,,,,
1121400,埼玉県春日部市,春日部市,かすかべし,110012,1,1,0,0,1,1,,,,,,
1121500,埼玉県狭山市,狭山市,さやまし,110011,1,1,0,0,1,1,,,,,,
1121600,埼玉県羽生市,羽生市,はにゅうし,110021,1,1,0,0,1,1,,,,,,
1121700,埼玉県鴻巣市,鴻巣市,こうのすし,110021,1,1,0,0,1,1,,,,,,
1121800,埼玉県深谷市,深谷市,ふかやし,110022,1,1,0,0,1,1,,,,,,
1121900,埼玉県上尾市,上尾市,あげおし,110011,1,1,0,0,1,1,,,,,,
1122100,埼玉県草加市,草加市,そうかし,110012,1,1,0,0,1,1,,,,,,
1122200,埼玉県越谷市,越谷市,こしがやし,110012,1,1,0,0,1,1,,,,,,
1122300,埼玉県蕨市,蕨市,わらびし,110011,1,1,0,0,1,1,,,,,,
1122400,埼玉県戸田市,戸田市,とだし,110011,1,1,0,0,1,1,,,,,,
1122500,埼玉県入間市,入間市,いるまし,110013,1,1,0,0,1,1,,,,,,
1122700,埼玉県朝霞市,朝霞市,あさかし,110011,1,1,0,0,1,1,,,,,,
1122800,埼玉県志木市,志木市,しきし,110011,1,1,0,0,1,1,,,,,,
1122900,埼玉県和光市,和光市,わこうし,110011,1,1,0,0,1,1,,,,,,
1123000,埼玉県新座市,新座市,にいざし,110011,1,1,0,0,1,1,,,,,,
1123100,埼玉県桶川市,桶川市,おけがわし,110011,1,1,0,0,1,1,,,,,,
1123200,埼玉県久喜市,久喜市,くきし,110021,1,1,0,0,1,1,,,,,,
1123300,埼玉県北本市,北本市,きたもとし,110011,1,1,0,0,1,1,,,,,,
1123400,埼玉県八潮市,八潮市,やしおし,110012,1,1,0,0,1,1,,,,,,
1123500,埼玉県富士見市,富士見市,ふじみし,110011,1,1,0,0,1,1,,,,,,
1123700,埼玉県三郷市,三郷市,みさとし,110012,1,1,0,0,1,1,,,,,,
1123800,埼玉県蓮田市,蓮田市,はすだし,110012,1,1,0,0,1,1,,,,,,
1123900,埼玉県坂戸市,坂戸市,さかどし,110013,1,1,0,0,1,1,,,,,,
1124000,埼玉県幸手市,幸手市,さってし,110012,1,1,0,0,1,1,,,,,,
1124100,埼玉県鶴ヶ島市,鶴ヶ島市,つるがしまし,110013,1,1,0,0,1,1,,,,,,
1124200,埼玉県日高市,日高市,ひだかし,110013,1,1,0,0,1,1,,,,,,
1124300,埼玉県吉川市,吉川市,よしかわし,110012,1,1,0,0,1,1,,,,,,
1124500,埼玉県ふじみ野市,ふじみ野市,ふじみのし,110011,1,1,0,0,1,1,,,,,,
1124600,埼玉県白岡市,白岡市,しらおかし,110012,1,1,0,0,1,1,,,,,,
1130100,埼玉県伊奈町,伊奈町,いなまち,110011,1,1,0,0,1,1,,,,,,
1132400,埼玉県三芳町,三芳町,みよしまち,110011,1,1,0,0,1,1,,,,,,
1132600,埼玉県毛呂山町,毛呂山町,もろやままち,110013,1,1,0,0,1,1,,,,,,
1132700,埼玉県越生町,越生町,おごせまち,110013,1,1,0,0,1,1,,,,,,
1134100,埼玉県滑川町,滑川町,なめがわまち,110022,1,1,0,0,1,1,,,,,,
1134200,埼玉県嵐山町,嵐山町,らんざんまち,110022,1,1,0,0,1,1,,,,,,
1134300,埼玉県小川町,小川町,おがわまち,110022,1,1,0,0,1,1,,,,,,
1134600,埼玉県川島町,川島町,かわじままち,110011,1,1,0,0,1,1,,,,,,
1134700,埼玉県吉見町,吉見町,よしみまち,110022,1,1,0,0,1,1,,,,,,
1134800,埼玉県鳩山町,鳩山町,はとやままち,110022,1,1,0,0,1,1,,,,,,
1134900,埼玉県ときがわ町,ときがわ町,ときがわまち,110022,1,1,0,0,1,1,,,,,,
1136100,埼玉県横瀬町,横瀬町,よこぜまち,110030,1,1,0,0,1,1,,,,,,
1136200,埼玉県皆野町,皆野町,みなのまち,110030,1,1,0,0,1,1,,,,,,
1136300,埼玉県長瀞町,長瀞町,ながとろまち,110030,1,1,0,0,1,1,,,,,,
1136500,埼玉県小鹿野町,小鹿野町,おがのまち,110030,1,1,0,0,1,1,,,,,,
1136900,埼玉県東秩父村,東秩父村,ひがしちちぶむら,110022,1,1,0,0,1,1,,,,,,
1138100,埼玉県美里町,美里町,みさとまち,110022,1,1,0,0,1,1,,,,,,
1138300,埼玉県神川町,神川町,かみかわまち,110022,1,1,0,0,1,1,,,,,,
1138500,埼玉県上里町,上里町,かみさとまち,110022,1,1,0,0,1,1,,,,,,
1140800,埼玉県寄居町,寄居町,よりいまち,110022,1,1,0,0,1,1,,,,,,
1144200,埼玉県宮代町,宮代町,みやしろまち,110012,1,1,0,0,1,1,,,,,,
1146400,埼玉県杉戸町,杉戸町,すぎとまち,110012,1,1,0,0,1,1,,,,,,
1146500,埼玉県松伏町,松伏町,まつぶしまち,110012,1,1,0,0,1,1,,,,,,
1210000,千葉県千葉市,千葉市,ちばし,120011,1,1,1,1,1,1,,,,,,
1210100,千葉県千葉市のうち中央区,,,,0,0,0,0,0,0,,,,,,
1210200,千葉県千葉市のうち花見川区,,,,0,0,0,0,0,0,,,,,,
1210300,千葉県千葉市のうち稲毛区,,,,0,0,0,0,0,0,,,,,,
1210400,千葉県千葉市のうち若葉区,,,,0,0,0,0,0,0,,,,,,
1210500,千葉県千葉市のうち緑区,,,,0,0,0,0,0,0,,,,,,
1210600,千葉県千葉市のうち美浜区,,,,0,0,0,0,0,0,,,,,,
1220200,千葉県銚子市,銚子市,ちょうしし,120021,1,1,1,1,1,1,,,,,,
1220300,千葉県市川市,市川市,いちかわし,120013,1,1,1,1,1,1,,,,,,
1220400,千葉県船橋市,船橋市,ふなばしし,120013,1,1,1,1,1,1,,,,,,
1220500,千葉県館山市,館山市,たてやまし,120032,1,1,1,1,1,1,,,,,,
1220600,千葉県木更津市,木更津市,きさらづし,120031,1,1,1,1,1,1,,,,,,
1220700,千葉県松戸市,松戸市,まつどし,120013,1,1,0,0,1,1,,,,,,
1220800,千葉県野田市,野田市,のだし,120013,1,1,0,0,1,1,,,,,,
1221000,千葉県茂原市,茂原市,もばらし,120022,1,1,0,0,1,1,,,,,,
1221100,千葉県成田市,成田市,なりたし,120012,1,1,0,0,1,1,,,,,,
1221200,千葉県佐倉市,佐倉市,さくらし,120012,1,1,0,0,1,1,,,,,,
1221300,千葉県東金市,東金市,とうがねし,120022,1,1,0,0,1,1,,,,,,
1221500,千葉県旭市,旭市,あさひし,120021,1,1,1,1,1,1,,,,,,
1221600,千葉県習志野市,習志野市,ならしのし,120013,1,1,1,1,1,1,,,,,,
1221700,千葉県柏市,柏市,かしわし,120013,1,1,0,0,1,1,,,,,,
1221800,千葉県勝浦市,勝浦市,かつうらし,120032,1,1,1,1,1,1,,,,,,
1221900,千葉県市原市,市原市,いちはらし,120011,1,1,1,1,1,1,,,,,,
1222000,千葉県流山市,流山市,ながれやまし,120013,1,1,0,0,1,1,,,,,,
1222100,千葉県八千代市,八千代市,やちよし,120013,1,1,0,0,1,1,,,,,,
1222200,千葉県我孫子市,我孫子市,あびこし,120013,1,1,0,0,1,1,,,,,,
1222300,千葉県鴨川市,鴨川市,かもがわし,120032,1,1,1,1,1,1,,,,,,
1222400,千葉県鎌ケ谷市,鎌ケ谷市,かまがやし,120013,1,1,0,0,1,1,,,,,,
1222500,千葉県君津市,君津市,きみつし,120031,1,1,1,1,1,1,,,,,,
1222600,千葉県富津市,富津市,ふっつし,120031,1,1,1,1,1,1,,,,,,
1222700,千葉県浦安市,浦安市,うらやすし,120013,1,1,1,1,1,1,,,,,,
1222800,千葉県四街道市,四街道市,よつかいどうし,120012,1,1,0,0,1,1,,,,,,
1222900,千葉県袖ケ浦市,袖ケ浦市,そでがうらし,120031,1,1,1,1,1,1,,,,,,
1223000,千葉県八街市,八街市,やちまたし,120012,1,1,0,0,1,1,,,,,,
1223100,千葉県印西市,印西市,いんざいし,120012,1,1,0,0,1,1,,,,,,
1223200,千葉県白井市,白井市,しろいし,120012,1,1,0,0,1,1,,,,,,
1223300,千葉県富里市,富里市,とみさとし,120012,1,1,0,0,1,1,,,,,,
1223400,千葉県南房総市,南房総市,みなみぼうそうし,120032,1,1,1,1,1,1,,,,,,
1223500,千葉県匝瑳市,匝瑳市,そうさし,120021,1,1,1,1,1,1,,,,,,
1223600,千葉県香取市,香取市,かとりし,120021,1,1,0,0,1,1,,,,,,
1223700,千葉県山武市,山武市,さんむし,120022,1,1,1,1,1,1,,,,,,
1223800,千葉県いすみ市,いすみ市,いすみし,120032,1,1,1,1,1,1,,,,,,
1223900,千葉県大網白里市,大網白里市,おおあみしらさとし,120022,1,1,1,1,1,1,,,,,,
1232200,千葉県酒々井町,酒々井町,しすいまち,120012,1,1,0,0,1,1,,,,,,
1232900,千葉県栄町,栄町,さかえまち,120012,1,1,0,0,1,1,,,,,,
1234200,千葉県神崎町,神崎町,こうざきまち,120021,1,1,0,0,1,1,,,,,,
1234700,千葉県多古町,多古町,たこまち,120021,1,1,0,0,1,1,,,,,,
1234900,千葉県東庄町,東庄町,とうのしょうまち,120021,1,1,0,0,1,1,,,,,,
1240300,千葉県九十九里町,九十九里町,くじゅうくりまち,120022,1,1,1,1,1,1,,,,,,
1240900,千葉県芝山町,芝山町,しばやままち,120022,1,1,0,0,1,1,,,,,,
1241000,千葉県横芝光町,横芝光町,よこしばひかりまち,120022,1,1,1,1,1,1,,,,,,
1242100,千葉県一宮町,一宮町,いちのみやまち,120022,1,1,1,1,1,1,,,,,,
1242200,千葉県睦沢町,睦沢町,むつざわまち,120022,1,1,0,0,1,1,,,,,,
1242300,千葉県長生村,長生村,ちょうせいむら,120022,1,1,1,1,1,1,,,,,,
1242400,千葉県白子町,白子町,しらこまち,120022,1,1,1,1,1,1,,,,,,
1242600,千葉県長柄町,長柄町,ながらまち,120022,1,1,0,0,1,1,,,,,,
1242700,千葉県長南町,長南町,ちょうなんまち,120022,1,1,0,0,1,1,,,,,,
1244100,千葉県大多喜町,大多喜町,おおたきまち,120032,1,1,0,0,1,1,,,,,,
1244300,千葉県御宿町,御宿町,おんじゅくまち,120032,1,1,1,1,1,1,,,,,,
1246300,千葉県鋸南町,鋸南町,きょなんまち,120032,1,1,1,1,1,1,,,,,,
1310100,東京都千代田区,千代田区,ちよだく,130011,1,1,1,0,1,1,,,,,,
1310200,東京都中央区,中央区,ちゅうおうく,130011,1,1,1,1,1,1,,,,,,
1310300,東京都港区,港区,みなとく,130011,1,1,1,1,1,1,,,,,,
1310400,東京都新宿区,新宿区,しんじゅくく,130011,1,1,0,0,1,1,,,,,,
1310500,東京都文京区,文京区,ぶんきょうく,130011,1,1,1,0,1,1,,,,,,
1310600,東京都台東区,台東区,たいとうく,130012,1,1,1,0,1,1,,,,,,
1310700,東京都墨田区,墨田区,すみだく,130012,1,1,1,0,1,1,,,,,,
1310800,東京都江東区,江東区,こうとうく,130012,1,1,1,1,1,1,,,,,,
1310900,東京都品川区,品川区,しながわく,130011,1,1,1,1,1,1,,,,,,
1311000,東京都目黒区,目黒区,めぐろく,130011,1,1,0,0,1,1,,,,,,
1311100,東京都大田区,大田区,おおたく,130011,1,1,1,1,1,1,,,,,,
1311200,東京都世田谷区,世田谷区,せたがやく,130011,1,1,0,0,1,1,,,,,,
1311300,東京都渋谷区,渋谷区,しぶやく,130011,1,1,0,0,1,1,,,,,,
1311400,東京都中野区,中野区,なかのく,130011,1,1,0,0,1,1,,,,,,
1311500,東京都杉並区,杉並区,すぎなみく,130011,1,1,0,0,1,1,,,,,,
1311600,東京都豊島区,豊島区,としまく,130011,1,1,0,0,1,1,,,,,,
1311700,東京都北区,北区,きたく,130011,1,1,1,0,1,1,,,,,,
1311800,東京都荒川区,荒川区,あらかわく,130012,1,1,1,0,1,1,,,,,,
1311900,東京都板橋区,板橋区,いたばしく,130011,1,1,1,0,1,1,,,,,,
1312000,東京都練馬区,練馬区,ねりまく,130011,1,1,0,0,1,1,,,,,,
1312100,東京都足立区,足立区,あだちく,130012,1,1,1,0,1,1,,,,,,
1312200,東京都葛飾区,葛飾区,かつしかく,130012,1,1,1,0,1,1,,,,,,
1312300,東京都江戸川区,江戸川区,えどがわく,130012,1,1,1,1,1,1,,,,,,
1320100,東京都八王子市,八王子市,はちおうじし,130015,1,1,0,0,1,1,,,,,,
1320200,東京都立川市,立川市,たちかわし,130013,1,1,0,0,1,1,,,,,,
1320300,東京都武蔵野市,武蔵野市,むさしのし,130013,1,1,0,0,1,1,,,,,,
1320400,東京都三鷹市,三鷹市,みたかし,130013,1,1,0,0,1,1,,,,,,
1320500,東京都青梅市,青梅市,おうめし,130014,1,1,0,0,1,1,,,,,,
1320600,東京都府中市,府中市,ふちゅうし,130013,1,1,0,0,1,1,,,,,,
1320700,東京都昭島市,昭島市,あきしまし,130013,1,1,0,0,1,1,,,,,,
1320800,東京都調布市,調布市,ちょうふし,130013,1,1,0,0,1,1,,,,,,
1320900,東京都町田市,町田市,まちだし,130015,1,1,0,0,1,1,,,,,,
1321000,東京都小金井市,小金井市,こがねいし,130013,1,1,0,0,1,1,,,,,,
1321100,東京都小平市,小平市,こだいらし,130013,1,1,0,0,1,1,,,,,,
1321200,東京都日野市,日野市,ひのし,130015,1,1,0,0,1,1,,,,,,
1321300,東京都東村山市,東村山市,ひがしむらやまし,130013,1,1,0,0,1,1,,,,,,
1321400,東京都国分寺市,国分寺市,こくぶんじし,130013,1,1,0,0,1,1,,,,,,
1321500,東京都国立市,国立市,くにたちし,130013,1,1,0,0,1,1,,,,,,
1321800,東京都福生市,福生市,ふっさし,130014,1,1,0,0,1,1,,,,,,
1321900,東京都狛江市,狛江市,こまえし,130013,1,1,0,0,1,1,,,,,,
1322000,東京都東大和市,東大和市,ひがしやまとし,130013,1,1,0,0,1,1,,,,,,
1322100,東京都清瀬市,清瀬市,きよせし,130013,1,1,0,0,1,1,,,,,,
1322200,東京都東久留米市,東久留米市,ひがしくるめし,130013,1,1,0,0,1,1,,,,,,
1322300,東京都武蔵村山市,武蔵村山市,むさしむらやまし,130013,1,1,0,0,1,1,,,,,,
1322400,東京都多摩市,多摩市,たまし,130015,1,1,0,0,1,1,,,,,,
1322500,東京都稲城市,稲城市,いなぎし,130015,1,1,0,0,1,1,,,,,,
1322700,東京都羽村市,羽村市,はむらし,130014,1,1,0,0,1,1,,,,,,
1322800,東京都あきる野市,あきる野市,あきるのし,130014,1,1,0,0,1,1,,,,,,
1322900,東京都西東京市,西東京市,にしとうきょうし,130013,1,1,0,0,1,1,,,,,,
1330300,東京都瑞穂町,瑞穂町,みずほまち,130014,1,1,0,0,1,1,,,,,,
1330500,東京都日の出町,日の出町,ひのでまち,130014,1,1,0,0,1,1,,,,,,
1330700,東京都檜原村,檜原村,ひのはらむら,130014,1,1,0,0,1,1,,,,,,
1330800,東京都奥多摩町,奥多摩町,おくたままち,130014,1,1,0,0,1,1,,,,,,
1336100,東京都大島町,大島町,おおしままち,130021,1,1,1,1,1,1,,,,,,
1336200,東京都利島村,利島村,としまむら,130022,1,1,1,1,1,1,,,,,,
1336300,東京都新島村,新島村,にいじまむら,130022,1,1,1,1,1,1,,,,,,
1336400,東京都神津島村,神津島村,こうづしまむら,130022,1,1,1,1,1,1,,,,,,
1338100,東京都三宅村,三宅村,みやけむら,130032,1,1,1,1,1,1,,,,,,
1338200,東京都御蔵島村,御蔵島村,みくらじまむら,130032,1,1,1,1,1,1,,,,,,
1340000,東京都のうち八丈支庁管内,,,,0,0,0,0,0,0,,,,,,
1340100,東京都八丈町,八丈町,はちじょうまち,130031,1,1,1,1,1,1,,,,,,
1340200,東京都青ヶ島村,青ヶ島村,あおがしまむら,130031,1,1,1,1,1,1,,,,,,
1342100,東京都小笠原村,小笠原村,おがさわらむら,130040,1,0,1,1,1,1,,,,,,
1410000,神奈川県横浜市,横浜市,よこはまし,140011,1,1,1,1,0,1,,,,,,
1410011,神奈川県横浜市のうち鶴見区、神奈川区、旭区、港北区、緑区、青葉区、都筑区、泉区及び瀬谷区,横浜市北部,よこはましほくぶ,140011,0,0,0,0,1,0,,,,,,
1410012,神奈川県横浜市のうち西区、中区、南区、港南区、保土ケ谷区、磯子区、金沢区、栄区及び戸塚区,横浜市南部,よこはましなんぶ,140011,0,0,0,0,1,0,,,,,,
1410100,神奈川県横浜市のうち鶴見区,,,,0,0,0,0,0,0,,,,,,
1410200,神奈川県横浜市のうち神奈川区,,,,0,0,0,0,0,0,,,,,,
1410300,神奈川県横浜市のうち西区,,,,0,0,0,0,0,0,,,,,,
1410400,神奈川県横浜市のうち中区,,,,0,0,0,0,0,0,,,,,,
1410500,神奈川県横浜市のうち南区,,,,0,0,0,0,0,0,,,,,,
1410600,神奈川県横浜市のうち保土ケ谷区,,,,0,0,0,0,0,0,,,,,,
1410700,神奈川県横浜市のうち磯子区,,,,0,0,0,0,0,0,,,,,,
1410800,神奈川県横浜市のうち金沢区,,,,0,0,0,0,0,0,,,,,,
1410900,神奈川県横浜市のうち港北区,,,,0,0,0,0,0,0,,,,,,
1411000,神奈川県横浜市のうち戸塚区,,,,0,0,0,0,0,0,,,,,,
1411100,神奈川県横浜市のうち港南区,,,,0,0,0,0,0,0,,,,,,
1411200,神奈川県横浜市のうち旭区,,,,0,0,0,0,0,0,,,,,,
1411300,神奈川県横浜市のうち緑区,,,,0,0,0,0,0,0,,,,,,
1411400,神奈川県横浜市のうち瀬谷区,,,,0,0,0,0,0,0,,,,,,
1411500,神奈川県横浜市のうち栄区,,,,0,0,0,0,0,0,,,,,,
1411600,神奈川県横浜市のうち泉区,,,,0,0,0,0,0,0,,,,,,
1411700,神奈川県横浜市のうち青葉区,,,,0,0,0,0,0,0,,,,,,
1411800,神奈川県横浜市のうち都筑区,,,,0,0,0,0,0,0,,,,,,
1413000,神奈川県川崎市,川崎市,かわさきし,140011,1,1,1,1,1,1,,,,,,
1413100,神奈川県川崎市のうち川崎区,,,,0,0,0,0,0,0,,,,,,
1413200,神奈川県川崎市のうち幸区,,,,0,0,0,0,0,0,,,,,,
1413300,神奈川県川崎市のうち中原区,,,,0,0,0,0,0,0,,,,,,
1413400,神奈川県川崎市のうち高津区,,,,0,0,0,0,0,0,,,,,,
1413500,神奈川県川崎市のうち多摩区,,,,0,0,0,0,0,0,,,,,,
1413600,神奈川県川崎市のうち宮前区,,,,0,0,0,0,0,0,,,,,,
1413700,神奈川県川崎市のうち麻生区,,,,0,0,0,0,0,0,,,,,,
1415000,神奈川県相模原市,相模原市,さがみはらし,140021,1,1,0,0,0,1,,,,,,
1415011,神奈川県相模原市のうち緑区,相模原市西部,さがみはらしせいぶ,140021,0,0,0,0,1,0,,,,,,
1415012,神奈川県相模原市のうち中央区及び南区,相模原市東部,さがみはらしとうぶ,140021,0,0,0,0,1,0,,,,,,
1415100,神奈川県相模原市のうち緑区,,,,0,0,0,0,0,0,,,,,,
1415200,神奈川県相模原市のうち中央区,,,,0,0,0,0,0,0,,,,,,
1415300,神奈川県相模原市のうち南区,,,,0,0,0,0,0,0,,,,,,
1420100,神奈川県横須賀市,横須賀市,よこすかし,140013,1,1,1,1,1,1,,,,,,
1420300,神奈川県平塚市,平塚市,ひらつかし,140012,1,1,1,1,1,1,,,,,,
1420400,神奈川県鎌倉市,鎌倉市,かまくらし,140013,1,1,1,1,1,1,,,,,,
1420500,神奈川県藤沢市,藤沢市,ふじさわし,140012,1,1,1,1,1,1,,,,,,
1420600,神奈川県小田原市,小田原市,おだわらし,140024,1,1,1,1,1,1,,,,,,
1420700,神奈川県茅ヶ崎市,茅ヶ崎市,ちがさきし,140012,1,1,1,1,1,1,,,,,,
1420800,神奈川県逗子市,逗子市,ずしし,140013,1,1,1,1,1,1,,,,,,
1421000,神奈川県三浦市,三浦市,みうらし,140013,1,1,1,1,1,1,,,,,,
1421100,神奈川県秦野市,秦野市,はだのし,140022,1,1,0,0,1,1,,,,,,
1421200,神奈川県厚木市,厚木市,あつぎし,140022,1,1,0,0,1,1,,,,,,
1421300,神奈川県大和市,大和市,やまとし,140012,1,1,0,0,1,1,,,,,,
1421400,神奈川県伊勢原市,伊勢原市,いせはらし,140022,1,1,0,0,1,1,,,,,,
1421500,神奈川県海老名市,海老名市,えびなし,140012,1,1,0,0,1,1,,,,,,
1421600,神奈川県座間市,座間市,ざまし,140012,1,1,0,0,1,1,,,,,,
1421700,神奈川県南足柄市,南足柄市,みなみあしがらし,140023,1,1,0,0,1,1,,,,,,
1421800,神奈川県綾瀬市,綾瀬市,あやせし,140012,1,1,0,0,1,1,,,,,,
1430100,神奈川県葉山町,葉山町,はやままち,140013,1,1,1,1,1,1,,,,,,
1432100,神奈川県寒川町,寒川町,さむかわまち,140012,1,1,0,0,1,1,,,,,,
1434100,神奈川県大磯町,大磯町,おおいそまち,140012,1,1,1,1,1,1,,,,,,
1434200,神奈川県二宮町,二宮町,にのみやまち,140012,1,1,1,1,1,1,,,,,,
1436100,神奈川県中井町,中井町,なかいまち,140023,1,1,0,0,1,1,,,,,,
1436200,神奈川県大井町,大井町,おおいまち,140023,1,1,0,0,1,1,,,,,,
1436300,神奈川県松田町,松田町,まつだまち,140023,1,1,0,0,1,1,,,,,,
1436400,神奈川県山北町,山北町,やまきたまち,140023,1,1,0,0,1,1,,,,,,
1436600,神奈川県開成町,開成町,かいせいまち,140023,1,1,0,0,1,1,,,,,,
1438200,神奈川県箱根町,箱根町,はこねまち,140024,1,1,0,0,1,1,,,,,,
1438300,神奈川県真鶴町,真鶴町,まなづるまち,140024,1,1,1,1,1,1,,,,,,
1438400,神奈川県湯河原町,湯河原町,ゆがわらまち,140024,1,1,1,1,1,1,,,,,,
1440100,神奈川県愛川町,愛川町,あいかわまち,140022,1,1,0,0,1,1,,,,,,
1440200,神奈川県清川村,清川村,きよかわむら,140022,1,1,0,0,1,1,,,,,,
